propertyid,quickrefid,description,area,class,actyrbuilt,effyrbuilt,bedrooms
62578,R000009,Main Area,1282.000000,R4,1996.000000,1996.000000,
62579,R000013,Covered Patio,168.000000,,2020.000000,2020.000000,
62580,R000016,Garage,420.000000,R4,1995.000000,1995.000000,
62582,R000019,Fireplace,1.000000,R4,1995.000000,2000.000000,
62588,R000039,Fireplace,1.000000,R4,1995.000000,1995.000000,
62588,R000039,Garage,462.000000,R4,1995.000000,1995.000000,
62588,R000039,Open Porch,114.000000,R4,1995.000000,1995.000000,
62589,R000040,Garage,820.000000,R4,1995.000000,1995.000000,
62589,R000040,Out Bldg,120.000000,,2010.000000,2010.000000,
62589,R000040,Open Porch,15.000000,R4,1995.000000,1995.000000,
62593,R000046,Main Area,674.000000,PD,1983.000000,1999.000000,
62595,R000051,Garage,462.000000,R4,1994.000000,1994.000000,
62597,R000069,Garage,441.000000,R4,1995.000000,1998.000000,
62597,R000069,Patio,81.000000,,1995.000000,1995.000000,
62599,R000072,Main Area,1394.000000,H1,1935.000000,1995.000000,
62599,R000072,Open Porch,18.000000,H1,,,
62601,R000088,Open Porch,30.000000,R4,1995.000000,1995.000000,
62604,R000102,Garage,420.000000,R4,1994.000000,2008.000000,
62606,R000107,Covered Patio,266.000000,,,,
62607,R000115,Open Porch,53.000000,R4,1994.000000,2001.000000,
62609,R000125,Main Area,1601.000000,R4,1993.000000,1993.000000,
62609,R000125,Open Porch,26.000000,R4,1993.000000,1993.000000,
62611,R000137,Patio,100.000000,,1994.000000,1994.000000,
62613,R000144,Garage,460.000000,R4,1994.000000,1994.000000,
62614,R000147,Open Porch,60.000000,R4,1994.000000,1994.000000,
62618,R000182,Garage,483.000000,R4,1995.000000,1995.000000,
62618,R000182,Patio,142.000000,,1995.000000,1995.000000,
62619,R000199,Main Area,1088.000000,R4,1996.000000,1996.000000,
62619,R000199,Patio,168.000000,,1996.000000,1996.000000,
62621,R000204,Garage,737.000000,R4,1994.000000,1994.000000,
62621,R000204,Open Porch,10.000000,R4,1994.000000,1994.000000,
62622,R000205,Open Porch,57.000000,R4,1995.000000,1995.000000,
62623,R000208,Main Area,1903.000000,R4,1995.000000,1995.000000,
62578,R000009,Second Floor,740.000000,R4,1996.000000,1996.000000,
62582,R000019,Open Porch,15.000000,R4,1995.000000,2000.000000,
62586,R000037,Garage,648.000000,R3,,,
62586,R000037,Second Floor,950.000000,R3,1986.000000,1986.000000,
62589,R000040,Deck,80.000000,,2011.000000,2011.000000,
62589,R000040,Main Area,1079.000000,R4,1995.000000,1995.000000,
62590,R000043,Fireplace,1.000000,R4,1995.000000,1995.000000,
62590,R000043,Garage,693.000000,R4,1995.000000,1995.000000,
62590,R000043,Open Porch,12.000000,R4,1995.000000,1995.000000,
62592,R000045,Fireplace,2.000000,R4,1995.000000,1995.000000,
62592,R000045,Main Area,1553.000000,R4,1995.000000,1995.000000,
62592,R000045,Second Floor,993.000000,R4,1995.000000,1995.000000,
62601,R000088,Patio,210.000000,,1995.000000,1995.000000,
62604,R000102,Covered Patio,300.000000,,,,
62605,R000104,Fireplace,1.000000,R4,1995.000000,2007.000000,
62605,R000104,Main Area,1115.000000,R4,1995.000000,2007.000000,
62606,R000107,Detached Garage,320.000000,,,,
62609,R000125,Garage,420.000000,R4,1993.000000,1993.000000,
62612,R000139,Main Area,1531.000000,R4,1994.000000,1994.000000,
62612,R000139,Open Porch,37.000000,R4,1994.000000,1994.000000,
62612,R000139,Patio,132.000000,,1994.000000,1994.000000,
62613,R000144,Main Area,892.000000,R4,1994.000000,1994.000000,
62613,R000144,Second Floor,950.000000,R4,1994.000000,1994.000000,
62616,R000167,Open Porch,31.000000,R4,1995.000000,1995.000000,
62621,R000204,Open Porch,184.000000,R4,1994.000000,1994.000000,
62622,R000205,Garage,462.000000,R4,1995.000000,1995.000000,
62622,R000205,Patio,185.000000,,1995.000000,1995.000000,
62623,R000208,Open Porch,70.000000,R4,1995.000000,1995.000000,
62623,R000208,Patio,237.000000,,1995.000000,1995.000000,
62626,R000231,Main Area,2106.000000,R4,1994.000000,1994.000000,
62629,R000243,Covered Patio,286.000000,,2020.000000,2020.000000,
62630,R000247,Fireplace,1.000000,R4,1996.000000,1996.000000,
62631,R000252,Deck,196.000000,,2022.000000,2022.000000,
62627,R000234,Patio,120.000000,,1994.000000,1994.000000,
62628,R000236,Fireplace,1.000000,R4,1996.000000,1996.000000,
62629,R000243,Fireplace,1.000000,R4,1993.000000,2000.000000,
62629,R000243,Out Bldg,221.000000,,2023.000000,2023.000000,
62633,R000266,Open Porch,50.000000,R4,1999.000000,1999.000000,
62635,R000272,Open Porch,36.000000,R4,1994.000000,2004.000000,
62637,R000289,Open Porch,15.000000,R4,1996.000000,1996.000000,
62639,R000313,Open Porch,88.000000,R4,1996.000000,1996.000000,
62640,R000318,Open Porch,18.000000,R4,1996.000000,1996.000000,
62643,R000336,Main Area,1403.000000,R4,1998.000000,1998.000000,
62649,R000378,Fireplace,1.000000,R4,1996.000000,2001.000000,
62649,R000378,Garage,444.000000,R4,1996.000000,2001.000000,
62650,R000383,Main Area,1052.000000,R4,1996.000000,1996.000000,
62652,R000398,Open Porch,296.000000,R4,1993.000000,1996.000000,
62653,R000399,Garage,441.000000,R4,1994.000000,1994.000000,
62656,R000432,Patio,356.000000,,1993.000000,1993.000000,
62657,R000434,Garage,714.000000,R4,1993.000000,1993.000000,
62657,R000434,Main Area,1946.000000,R4,1993.000000,1993.000000,
62658,R000448,Main Area,1732.000000,R4,1993.000000,1999.000000,
62659,R000452,Main Area,1582.000000,R4,1993.000000,1999.000000,
62661,R000469,Main Area,1340.000000,R4,1993.000000,1993.000000,
62664,R000496,Open Porch,15.000000,R4,1993.000000,2000.000000,
62666,R000504,Second Floor,987.000000,R4,1996.000000,1996.000000,
62666,R000504,Open Porch,94.000000,R4,1996.000000,1996.000000,
62669,R000556,Garage,420.000000,R4,1996.000000,1996.000000,
62669,R000556,Open Porch,59.000000,R4,1996.000000,1996.000000,
62672,R000581,Fireplace,1.000000,R4,1993.000000,1993.000000,
62674,R000587,Patio,70.000000,,,,
62675,R000599,Main Area,1115.000000,R4,1995.000000,2001.000000,
62675,R000599,Patio,228.000000,,1995.000000,1995.000000,
62676,R000600,Fireplace,1.000000,R4,1994.000000,1994.000000,
62680,R000654,Main Area,1621.000000,R4,1996.000000,2002.000000,
62578,R000009,Deck,44.000000,,,,
62578,R000009,Fireplace,1.000000,R4,1996.000000,1996.000000,
62580,R000016,Main Area,1912.000000,R4,1995.000000,1995.000000,
62581,R000017,Main Area,1638.000000,R4,1995.000000,2009.000000,
62582,R000019,Second Floor,1006.000000,R4,1995.000000,2000.000000,
62585,R000032,Open Porch,60.000000,R4,1995.000000,1995.000000,
62586,R000037,Enclosed Porch,323.000000,R3,,,
62586,R000037,Main Area,1562.000000,R3,1986.000000,1986.000000,2.000000
62586,R000037,Open Porch,91.000000,R3,,,
62588,R000039,Patio,214.000000,,2010.000000,2010.000000,
62590,R000043,Main Area,1723.000000,R4,1995.000000,1995.000000,
62595,R000051,Patio,264.000000,,1994.000000,1994.000000,
62601,R000088,Main Area,1440.000000,R4,1995.000000,1995.000000,
62603,R000098,Open Porch,57.000000,R4,1995.000000,1995.000000,
62605,R000104,Out Bldg,96.000000,,2017.000000,2017.000000,
62611,R000137,Fireplace,1.000000,R4,1994.000000,1994.000000,
62613,R000144,Fireplace,1.000000,R4,1994.000000,1994.000000,
62618,R000182,Open Porch,99.000000,R4,1995.000000,1995.000000,
62622,R000205,Enclosed Porch,288.000000,R4,2016.000000,2016.000000,
62622,R000205,Main Area,1684.000000,R4,1995.000000,1995.000000,
62623,R000208,Fireplace,1.000000,R4,1995.000000,1995.000000,
62626,R000231,Fireplace,1.000000,R4,1994.000000,1994.000000,
62629,R000243,Main Area,2450.000000,R4,1993.000000,2000.000000,
62630,R000247,Covered Patio,36.000000,,2009.000000,2009.000000,
62633,R000266,Main Area,1618.000000,R4,1999.000000,1999.000000,
62633,R000266,Second Floor,2029.000000,R4,1999.000000,1999.000000,
62635,R000272,Main Area,1680.000000,R4,1994.000000,2004.000000,
62638,R000293,Fireplace,1.000000,R4,1996.000000,2000.000000,
62638,R000293,Garage,618.000000,R4,1996.000000,2000.000000,
62640,R000318,Main Area,1762.000000,R4,1996.000000,1996.000000,
62681,R000659,Garage,462.000000,R4,1996.000000,1996.000000,
62682,R000666,Deck,352.000000,,2015.000000,2015.000000,
62686,R000691,Open Porch,58.000000,R4,1996.000000,1996.000000,
62687,R000692,Open Porch,260.000000,R4,,,
62693,R000715,Fireplace,1.000000,R4,1993.000000,1993.000000,
62693,R000715,Garage,420.000000,R4,1993.000000,1993.000000,
62693,R000715,Second Floor,769.000000,R4,1993.000000,1993.000000,
62694,R000731,Fireplace,1.000000,R4,1993.000000,1993.000000,
62696,R000738,Garage,670.000000,R4,1993.000000,1993.000000,
62697,R000740,Fireplace,1.000000,R4,1993.000000,1993.000000,
62697,R000740,Second Floor,888.000000,R4,1993.000000,1993.000000,
62698,R000743,Open Porch,60.000000,R4,1996.000000,1996.000000,
62698,R000743,Patio,120.000000,,1996.000000,1996.000000,
62699,R000754,Covered Patio,230.000000,,2021.000000,2021.000000,
62700,R000759,Fireplace,1.000000,R4,1995.000000,1995.000000,
62701,R000762,Garage,463.000000,R4,1996.000000,1996.000000,
62702,R000766,Main Area,1661.000000,R4,1996.000000,1996.000000,
62702,R000766,Open Porch,48.000000,R4,1996.000000,1996.000000,
62705,R000806,Open Porch,54.000000,R4,1996.000000,2016.000000,
62708,R000841,Main Area,1090.000000,R4,1996.000000,2003.000000,
62709,R000848,Open Porch,51.000000,R4,1996.000000,2016.000000,
62712,R000853,Fireplace,1.000000,R4,1996.000000,2008.000000,
62714,R000867,Garage,420.000000,R4,1996.000000,1996.000000,
62719,R000923,Garage,460.000000,R4,1996.000000,1996.000000,
62719,R000923,Open Porch,35.000000,R4,1996.000000,1996.000000,
62722,R000950,Patio,105.000000,,1996.000000,1996.000000,
62723,R000954,Deck,173.000000,,1995.000000,1995.000000,
62723,R000954,Enclosed Garage,216.000000,R4,1995.000000,1995.000000,
62723,R000954,Main Area,1408.000000,R4,1995.000000,1995.000000,
62724,R000960,Garage,788.000000,R4,1993.000000,1993.000000,
62726,R000979,Open Porch,15.000000,R4,1994.000000,1994.000000,
62727,R000992,Open Porch,84.000000,R4,1993.000000,1993.000000,
62728,R001006,Main Area,1429.000000,R4,1993.000000,1999.000000,
62728,R001006,Open Porch,31.000000,R4,1993.000000,1999.000000,
62579,R000013,Open Porch,68.000000,R4,1995.000000,1995.000000,
62582,R000019,Garage,820.000000,R4,1995.000000,2000.000000,
62585,R000032,Fireplace,1.000000,R4,1995.000000,1995.000000,
62585,R000032,Patio,163.000000,,1995.000000,1995.000000,
62589,R000040,Fireplace,1.000000,R4,1995.000000,1995.000000,
62589,R000040,Second Floor,1006.000000,R4,1995.000000,1995.000000,
62594,R000049,Open Porch,31.000000,R4,1995.000000,1995.000000,
62597,R000069,Main Area,1812.000000,R4,1995.000000,1998.000000,
62597,R000069,Open Porch,54.000000,R4,1995.000000,1998.000000,
62601,R000088,Fireplace,1.000000,R4,1995.000000,1995.000000,
62603,R000098,Patio,228.000000,,1995.000000,1995.000000,
62606,R000107,Main Area,336.000000,R2,,,
62606,R000107,Open Porch,72.000000,R2,,,
62611,R000137,Main Area,1851.000000,R4,1994.000000,1994.000000,
62612,R000139,Garage,420.000000,R4,1994.000000,1994.000000,
62613,R000144,Patio,140.000000,,1994.000000,1994.000000,
62614,R000147,Garage,441.000000,R4,1994.000000,1994.000000,
62615,R000148,Deck,261.000000,,1995.000000,1995.000000,
62615,R000148,Fireplace,1.000000,R4,1995.000000,1995.000000,
62615,R000148,Garage,462.000000,R4,1995.000000,1995.000000,
62618,R000182,Fireplace,1.000000,R4,1995.000000,1995.000000,
62619,R000199,Open Porch,24.000000,R4,1996.000000,1996.000000,
62623,R000208,Garage,420.000000,R4,1995.000000,1995.000000,
62623,R000208,Out Bldg,192.000000,,2024.000000,2024.000000,
62627,R000234,Fireplace,1.000000,R4,1994.000000,2006.000000,
62627,R000234,Main Area,1403.000000,R4,1994.000000,2006.000000,
62628,R000236,Open Porch,24.000000,R4,1996.000000,1996.000000,
62628,R000236,Patio,115.000000,,1996.000000,1996.000000,
62629,R000243,Garage,670.000000,R4,1993.000000,2000.000000,
62630,R000247,Covered Patio,151.000000,,2009.000000,2009.000000,
62630,R000247,Garage,616.000000,R4,1996.000000,1996.000000,
62630,R000247,Main Area,1438.000000,R4,1996.000000,1996.000000,
62630,R000247,Second Floor,1494.000000,R4,1996.000000,1996.000000,
62578,R000009,Deck,229.000000,,1996.000000,1996.000000,
62578,R000009,Garage,525.000000,R4,1996.000000,1996.000000,
62579,R000013,Fireplace,1.000000,R4,1995.000000,1995.000000,
62579,R000013,Garage,483.000000,R4,1995.000000,1995.000000,
62579,R000013,Main Area,1735.000000,R4,1995.000000,1995.000000,
62580,R000016,Open Porch,90.000000,R4,1995.000000,1995.000000,
62585,R000032,Main Area,1840.000000,R4,1995.000000,1995.000000,
62588,R000039,Main Area,1300.000000,R4,1995.000000,1995.000000,
62589,R000040,Patio,248.000000,,,,
62590,R000043,Deck,187.000000,,1995.000000,1995.000000,
62592,R000045,Open Porch,8.000000,R4,1995.000000,1995.000000,
62595,R000051,Fireplace,1.000000,R4,1994.000000,1994.000000,
62595,R000051,Main Area,1697.000000,R4,1994.000000,1994.000000,
62597,R000069,Fireplace,1.000000,R4,1995.000000,1998.000000,
62607,R000115,Covered Patio,230.000000,,1994.000000,1994.000000,
62607,R000115,Fireplace,1.000000,R4,1994.000000,2001.000000,
62607,R000115,Garage,483.000000,R4,1994.000000,2001.000000,
62611,R000137,Garage,441.000000,R4,1994.000000,1994.000000,
62616,R000167,Garage,420.000000,R4,1995.000000,1995.000000,
62617,R000181,Fireplace,1.000000,R4,1996.000000,1996.000000,
62617,R000181,Garage,501.000000,R4,1996.000000,1996.000000,
62617,R000181,Open Porch,14.000000,R4,1996.000000,1996.000000,
62617,R000181,Patio,100.000000,,1996.000000,1996.000000,
62620,R000201,Garage,441.000000,R4,1996.000000,1996.000000,
62620,R000201,Main Area,1960.000000,R4,1996.000000,1996.000000,
62626,R000231,Open Porch,79.000000,R4,1994.000000,1994.000000,
62626,R000231,Patio,210.000000,,1994.000000,1994.000000,
62627,R000234,Garage,661.000000,R4,1994.000000,2006.000000,
62627,R000234,Open Porch,40.000000,R4,2000.000000,2000.000000,
62628,R000236,Garage,609.000000,R4,1996.000000,1996.000000,
62628,R000236,Main Area,1361.000000,R4,1996.000000,1996.000000,
62628,R000236,Second Floor,1621.000000,R4,1996.000000,1996.000000,
62630,R000247,Out Bldg,64.000000,,2009.000000,2009.000000,
62580,R000016,Open Porch,60.000000,R4,1995.000000,1995.000000,
62581,R000017,Garage,636.000000,R4,1995.000000,2009.000000,
62581,R000017,Open Porch,68.000000,R4,1995.000000,2009.000000,
62586,R000037,Fireplace,1.000000,R3,1986.000000,1986.000000,
62589,R000040,Open Porch,302.000000,R4,1995.000000,1995.000000,
62592,R000045,Garage,504.000000,R4,1995.000000,1995.000000,
62599,R000072,Carport,660.000000,H1,2010.000000,2010.000000,
62605,R000104,Second Floor,970.000000,R4,1995.000000,2007.000000,
62609,R000125,Patio,400.000000,,1993.000000,1993.000000,
62614,R000147,Main Area,1845.000000,R4,1994.000000,1994.000000,
62614,R000147,Patio,349.000000,,1994.000000,1994.000000,
62615,R000148,Patio,88.000000,,1995.000000,1995.000000,
62616,R000167,Main Area,1545.000000,R4,1995.000000,1995.000000,
62618,R000182,Main Area,1691.000000,R4,1995.000000,1995.000000,
62618,R000182,Open Porch,71.000000,R4,1995.000000,1995.000000,
62621,R000204,Fireplace,1.000000,R4,1994.000000,1994.000000,
62621,R000204,Main Area,1114.000000,R4,1994.000000,1994.000000,
62627,R000234,Second Floor,1483.000000,R4,1994.000000,2006.000000,
62629,R000243,Open Porch,110.000000,R4,1993.000000,2000.000000,
62630,R000247,Open Porch,50.000000,R4,1996.000000,1996.000000,
62631,R000252,Covered Patio,448.000000,,2022.000000,2022.000000,
62631,R000252,Second Floor,1680.000000,R4,1996.000000,1996.000000,
62633,R000266,Concrete Pool,414.000000,R4,2009.000000,2009.000000,
62634,R000270,Main Area,1705.000000,R4,1997.000000,1997.000000,
62634,R000270,Second Floor,1607.000000,R4,1997.000000,1997.000000,
62634,R000270,Patio,168.000000,,1997.000000,1997.000000,
62636,R000287,Open Porch,36.000000,R4,1999.000000,1999.000000,
62637,R000289,Fireplace,1.000000,R4,1996.000000,1996.000000,
62638,R000293,Open Porch,25.000000,R4,1996.000000,2000.000000,
62643,R000336,Second Floor,1441.000000,R4,1998.000000,1998.000000,
62646,R000364,Garage,441.000000,R4,1992.000000,1992.000000,
62646,R000364,Main Area,1750.000000,R4,1992.000000,1992.000000,
62634,R000270,Open Porch,32.000000,R4,1997.000000,1997.000000,
62637,R000289,Garage,638.000000,R4,1996.000000,1996.000000,
62637,R000289,Main Area,1278.000000,R4,1996.000000,1996.000000,
62642,R000334,Open Porch,110.000000,R4,1995.000000,1995.000000,
62644,R000343,Deck,170.000000,,,,
62644,R000343,Main Area,1721.000000,R4,1995.000000,1995.000000,
62644,R000343,Second Floor,916.000000,R4,1995.000000,1995.000000,
62645,R000353,Garage,671.000000,R4,1992.000000,1992.000000,
62645,R000353,Main Area,1210.000000,R4,1992.000000,1992.000000,
62647,R000368,Fireplace,1.000000,R4,1996.000000,1996.000000,
62647,R000368,Patio,60.000000,,1996.000000,1996.000000,
62649,R000378,Patio,220.000000,,1996.000000,1996.000000,
62650,R000383,Open Porch,24.000000,R4,1996.000000,1996.000000,
62651,R000396,Garage,460.000000,R4,1996.000000,1996.000000,
62653,R000399,Open Porch,60.000000,R4,1994.000000,1994.000000,
62655,R000427,Open Porch,57.000000,R4,1993.000000,1993.000000,
62656,R000432,Second Floor,944.000000,R4,1993.000000,2006.000000,
62660,R000457,Deck,213.000000,,1998.000000,1998.000000,
62662,R000475,Garage,525.000000,R4,1993.000000,1993.000000,
62662,R000475,Patio,102.000000,,1993.000000,1993.000000,
62666,R000504,Garage,546.000000,R4,1996.000000,1996.000000,
62668,R000515,Deck,120.000000,,1994.000000,1994.000000,
62668,R000515,Garage,483.000000,R4,1994.000000,1994.000000,
62670,R000563,Open Porch,47.000000,R4,1995.000000,1995.000000,
62672,R000581,Deck,544.000000,,1994.000000,1994.000000,
62672,R000581,Garage,520.000000,R4,1993.000000,1993.000000,
62673,R000586,Open Porch,15.000000,R4,1994.000000,1994.000000,
62676,R000600,Open Porch,68.000000,R4,1994.000000,1994.000000,
62678,R000640,Main Area,1525.000000,R4,1995.000000,1995.000000,
62681,R000659,Open Porch,12.000000,R4,1996.000000,1996.000000,
62681,R000659,Patio,45.000000,,1996.000000,1996.000000,
62683,R000673,Fireplace,1.000000,R4,1995.000000,1995.000000,
62684,R000683,Garage,441.000000,R4,1996.000000,1996.000000,
62687,R000692,Fireplace,1.000000,R4,1996.000000,1996.000000,
62580,R000016,Fireplace,1.000000,R4,1995.000000,1995.000000,
62581,R000017,Deck,206.000000,,1995.000000,1995.000000,
62582,R000019,Main Area,1082.000000,R4,1995.000000,2000.000000,
62586,R000037,Site Improvement,,,,,
62588,R000039,Patio,130.000000,,1995.000000,1995.000000,
62601,R000088,Garage,484.000000,R4,1995.000000,1995.000000,
62603,R000098,Fireplace,1.000000,R4,1995.000000,1995.000000,
62603,R000098,Garage,462.000000,R4,1995.000000,1995.000000,
62603,R000098,Main Area,1723.000000,R4,1995.000000,1995.000000,
62604,R000102,Fireplace,1.000000,R4,1994.000000,2008.000000,
62604,R000102,Main Area,1591.000000,R4,1994.000000,2008.000000,
62605,R000104,Open Porch,10.000000,R4,1995.000000,2007.000000,
62606,R000107,Main Area,840.000000,R2,1940.000000,1952.000000,
62606,R000107,Screen Porch,132.000000,R2,,,
62607,R000115,Main Area,1718.000000,R4,1994.000000,2001.000000,
62612,R000139,Fireplace,1.000000,R4,1994.000000,1994.000000,
62615,R000148,Open Porch,57.000000,R4,1995.000000,1995.000000,
62619,R000199,Fireplace,1.000000,R4,1996.000000,1996.000000,
62619,R000199,Second Floor,1165.000000,R4,1996.000000,1996.000000,
62620,R000201,Concrete Pool,106.000000,R4,1997.000000,1997.000000,
62620,R000201,Open Porch,58.000000,R4,1996.000000,1996.000000,
62621,R000204,Second Floor,898.000000,R4,1994.000000,1994.000000,
62622,R000205,Fireplace,1.000000,R4,1995.000000,1995.000000,
62632,R000254,Fireplace,1.000000,R4,1994.000000,1994.000000,
62632,R000254,Main Area,1352.000000,R4,1994.000000,1994.000000,
62634,R000270,Open Porch,90.000000,R4,1997.000000,1997.000000,
62636,R000287,Second Floor,1390.000000,R4,1999.000000,1999.000000,
62638,R000293,Second Floor,1787.000000,R4,1996.000000,2000.000000,
62638,R000293,Out Bldg,100.000000,,2015.000000,2015.000000,
62640,R000318,Fireplace,1.000000,R4,1996.000000,1996.000000,
62640,R000318,Open Porch,47.000000,R4,1996.000000,1996.000000,
62644,R000343,Open Porch,120.000000,R4,1995.000000,1995.000000,
62650,R000383,Garage,517.000000,R4,1996.000000,1996.000000,
62641,R000331,Deck,176.000000,,1997.000000,1997.000000,
62641,R000331,Second Floor,1822.000000,R4,1997.000000,2004.000000,
62642,R000334,Garage,720.000000,R4,1995.000000,1995.000000,
62643,R000336,Open Porch,36.000000,R4,1998.000000,1998.000000,
62647,R000368,Main Area,1974.000000,R4,1996.000000,1996.000000,
62647,R000368,Open Porch,40.000000,R4,1996.000000,1996.000000,
62649,R000378,Main Area,1717.000000,R4,1996.000000,2001.000000,
62650,R000383,Patio,300.000000,,1996.000000,1996.000000,
62651,R000396,Fireplace,1.000000,R4,1996.000000,1996.000000,
62651,R000396,Open Porch,20.000000,R4,1996.000000,1996.000000,
62652,R000398,Garage,483.000000,R4,1993.000000,1996.000000,
62654,R000406,Garage,480.000000,R4,1993.000000,1993.000000,
62654,R000406,Main Area,1541.000000,R4,1993.000000,1993.000000,
62654,R000406,Open Porch,29.000000,R4,1993.000000,1993.000000,
62656,R000432,Open Porch,10.000000,R4,1993.000000,2006.000000,
62657,R000434,Open Porch,70.000000,R4,1993.000000,1993.000000,
62658,R000448,Garage,525.000000,R4,1993.000000,1999.000000,
62659,R000452,Fireplace,1.000000,R4,1993.000000,1999.000000,
62659,R000452,Garage,483.000000,R4,1993.000000,1999.000000,
62660,R000457,Main Area,1120.000000,R4,1993.000000,1993.000000,
62661,R000469,Second Floor,635.000000,R4,1993.000000,1993.000000,
62661,R000469,Patio,100.000000,,1993.000000,1993.000000,
62664,R000496,Garage,748.000000,R4,1993.000000,2000.000000,
62667,R000508,Deck,170.000000,,1994.000000,1994.000000,
62669,R000556,Open Porch,98.000000,R4,1996.000000,1996.000000,
62670,R000563,Fireplace,1.000000,R4,1995.000000,1995.000000,
62671,R000576,Second Floor,946.000000,R4,1993.000000,1993.000000,
62671,R000576,Out Bldg,70.000000,,2024.000000,2024.000000,
62674,R000587,Fireplace,1.000000,R4,1994.000000,2001.000000,
62674,R000587,Open Porch,61.000000,R4,1994.000000,2001.000000,
62675,R000599,Open Porch,10.000000,R4,1995.000000,2001.000000,
62676,R000600,Garage,483.000000,R4,1994.000000,1994.000000,
62678,R000640,Patio,90.000000,,1995.000000,1995.000000,
62679,R000651,Main Area,1636.000000,R4,1996.000000,1996.000000,
62729,R001014,Second Floor,625.000000,R4,,,
62731,R001024,Garage,462.000000,R4,1994.000000,1999.000000,
62736,R001040,Main Area,1132.000000,R4,1996.000000,2002.000000,
62736,R001040,Open Porch,24.000000,R4,1996.000000,2002.000000,
62737,R001045,Fireplace,1.000000,R4,1996.000000,1996.000000,
62738,R001052,Fireplace,1.000000,R4,1996.000000,1996.000000,
62738,R001052,Garage,495.000000,R4,1996.000000,1996.000000,
62745,R001088,Fireplace,1.000000,R4,1996.000000,1996.000000,
62746,R001091,Garage,420.000000,R4,1996.000000,2002.000000,
62746,R001091,Main Area,1669.000000,R4,1996.000000,2002.000000,
